taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID
urn:lsid:marinespecies.org:taxname:413	urn:lsid:marinespecies.org:taxname:413	urn:lsid:marinespecies.org:taxname:2094	urn:lsid:marinespecies.org:taxname:391079		Neomeniamorpha	Solenogastres	Aplotegmentaria	Salvini-Plawen, L. von. (1978). Antarktische und subantarktische Solenogastres (eine Monographie: 1898-1974). <em>Zoologica (Stuttgart).</em> 128: 1-305.	1978	Animalia	Mollusca	Solenogastres	Neomeniamorpha						Order	Salvini-Plawen, 1978	ICZN	alternate representation	alternativum	2019-05-24	MolluscaBase eds. (2023). MolluscaBase. Neomeniamorpha. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=413	https://www.marinespecies.org/aphia.php?p=taxdetails&id=413					
urn:lsid:marinespecies.org:taxname:415	urn:lsid:marinespecies.org:taxname:415	urn:lsid:marinespecies.org:taxname:415	urn:lsid:marinespecies.org:taxname:51		Monoplacophora	Monoplacophora	Mollusca	Wenz W. 1940. Ursprung und frühe Stammesgeschichte der Gastropoden. <i>Archiv für Molluskenkunde</i> 72: 1-110. 	1940	Animalia	Mollusca	Monoplacophora							Class	Odhner, 1940	ICZN	accepted		2021-11-10	MolluscaBase eds. (2023). MolluscaBase. Monoplacophora. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=415	https://www.marinespecies.org/aphia.php?p=taxdetails&id=415					
urn:lsid:marinespecies.org:taxname:418	urn:lsid:marinespecies.org:taxname:418	urn:lsid:marinespecies.org:taxname:418	urn:lsid:marinespecies.org:taxname:385383		Hanleyidae	Hanleyidae	Lepidopleurina			Animalia	Mollusca	Polyplacophora	Lepidopleurida	Hanleyidae					Family	Bergenhayn, 1955	ICZN	accepted		2009-09-23	MolluscaBase eds. (2023). MolluscaBase. Hanleyidae Bergenhayn, 1955. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=418	https://www.marinespecies.org/aphia.php?p=taxdetails&id=418					
urn:lsid:marinespecies.org:taxname:432	urn:lsid:marinespecies.org:taxname:432	urn:lsid:marinespecies.org:taxname:432	urn:lsid:marinespecies.org:taxname:104		Gadilida	Gadilida	Scaphopoda			Animalia	Mollusca	Scaphopoda	Gadilida						Order	Starobogatov, 1974	ICZN	accepted		2008-12-16	MolluscaBase eds. (2023). MolluscaBase. Gadilida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=432	https://www.marinespecies.org/aphia.php?p=taxdetails&id=432					
urn:lsid:marinespecies.org:taxname:435	urn:lsid:marinespecies.org:taxname:435	urn:lsid:marinespecies.org:taxname:435	urn:lsid:marinespecies.org:taxname:382321		Gadilidae	Gadilidae	Gadilimorpha			Animalia	Mollusca	Scaphopoda	Gadilida	Gadilidae					Family	Stoliczka, 1868	ICZN	accepted		2017-01-13	MolluscaBase eds. (2023). MolluscaBase. Gadilidae Stoliczka, 1868. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=435	https://www.marinespecies.org/aphia.php?p=taxdetails&id=435					
urn:lsid:marinespecies.org:taxname:443	urn:lsid:marinespecies.org:taxname:443	urn:lsid:marinespecies.org:taxname:443	urn:lsid:marinespecies.org:taxname:156489	https://doi.org/10.5962/bhl.title.106607	Trochidae	Trochidae	Trochoidea	Rafinesque, C. S. (1815). Analyse de la nature ou Tableau de l'univers et des corps organisés. <em>[Book].</em> 1-224, (self-published) Palermo.	1815	Animalia	Mollusca	Gastropoda	Trochida	Trochidae					Family	Rafinesque, 1815	ICZN	accepted		2009-02-02	MolluscaBase eds. (2023). MolluscaBase. Trochidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=443	https://www.marinespecies.org/aphia.php?p=taxdetails&id=443					
urn:lsid:marinespecies.org:taxname:446	urn:lsid:marinespecies.org:taxname:446	urn:lsid:marinespecies.org:taxname:1772	urn:lsid:marinespecies.org:taxname:412657		Gymnomorpha	Systellommatophora	Eupulmonata			Animalia	Mollusca	Gastropoda	Gymnomorpha						Order	Salvini-Plawen, 1970	ICZN	unaccepted		2018-02-01	MolluscaBase eds. (2023). MolluscaBase. Gymnomorpha. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=446	https://www.marinespecies.org/aphia.php?p=taxdetails&id=446					
urn:lsid:marinespecies.org:taxname:483	urn:lsid:marinespecies.org:taxname:483	urn:lsid:marinespecies.org:taxname:413336	urn:lsid:marinespecies.org:taxname:156489		Tricoliidae	Tricoliinae	Trochoidea	Woodring, W. P. (1928). Miocene mollusks from Bowden, Jamaica. 2. Gastropods and discussion of results. <em>Carnegie Institution of Washington Publication.</em> 385: vii + 564 pp., 40 pls.	1928	Animalia	Mollusca	Gastropoda	Trochida	Tricoliidae					Family	Woodring, 1928	ICZN	unaccepted		2017-12-29	MolluscaBase eds. (2023). MolluscaBase. Tricoliidae Woodring, 1928. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=483	https://www.marinespecies.org/aphia.php?p=taxdetails&id=483					
urn:lsid:marinespecies.org:taxname:503	urn:lsid:marinespecies.org:taxname:503	urn:lsid:marinespecies.org:taxname:503	urn:lsid:marinespecies.org:taxname:156489		Turbinidae	Turbinidae	Trochoidea			Animalia	Mollusca	Gastropoda	Trochida	Turbinidae					Family	Rafinesque, 1815	ICZN	accepted		2011-05-05	MolluscaBase eds. (2023). MolluscaBase. Turbinidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=503	https://www.marinespecies.org/aphia.php?p=taxdetails&id=503					
urn:lsid:marinespecies.org:taxname:558	urn:lsid:marinespecies.org:taxname:558	urn:lsid:marinespecies.org:taxname:558	urn:lsid:marinespecies.org:taxname:2		Porifera	Porifera	Animalia	Grant, R.E. (1836). Animal Kingdom. Pp. 107-118. <em>In: Todd, R.B. (Ed.),The Cyclopaedia of Anatomy and Physiology. Volume 1.</em> (Sherwood,Gilbert, and Piper: London): 1-813.	1836	Animalia	Porifera								Phylum	Grant, 1836	ICZN	accepted		2016-08-25	WoRMS (2023). Porifera. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=558	https://www.marinespecies.org/aphia.php?p=taxdetails&id=558					
urn:lsid:marinespecies.org:taxname:559	urn:lsid:marinespecies.org:taxname:559	urn:lsid:marinespecies.org:taxname:559	urn:lsid:marinespecies.org:taxname:558		Calcarea	Calcarea	Porifera	Bowerbank, J.S. (1862). On the Anatomy and Physiology of the Spongiadae. Part II. <em>Philosophical Transactions of the Royal Society.</em> 152(2): 747-829, pls XXVII-XXXV.	1862	Animalia	Porifera	Calcarea							Class	Bowerbank, 1862	ICZN	accepted		2018-02-10	de Voogd, N.J.; Alvarez, B.; Boury-Esnault, N.; Carballo, J.L.; Cárdenas, P.; Díaz, M.-C.; Dohrmann, M.; Downey, R.; Goodwin, C.; Hajdu, E.; Hooper, J.N.A.; Kelly, M.; Klautau, M.; Lim, S.C.; Manconi, R.; Morrow, C.; Pinheiro, U.; Pisera, A.B.; Ríos, P.; Rützler, K.; Schönberg, C.; Vacelet, J.; van Soest, R.W.M.; Xavier, J. (2023). World Porifera Database. Calcarea. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=559	https://www.marinespecies.org/aphia.php?p=taxdetails&id=559					
urn:lsid:marinespecies.org:taxname:793	urn:lsid:marinespecies.org:taxname:793	urn:lsid:marinespecies.org:taxname:793	urn:lsid:marinespecies.org:taxname:2		Platyhelminthes	Platyhelminthes	Animalia			Animalia	Platyhelminthes								Phylum	Minot, 1876	ICZN	accepted		2015-09-18	WoRMS (2023). Platyhelminthes. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=793	https://www.marinespecies.org/aphia.php?p=taxdetails&id=793					
urn:lsid:marinespecies.org:taxname:794	urn:lsid:marinespecies.org:taxname:794		urn:lsid:marinespecies.org:taxname:793		Turbellaria		Platyhelminthes			Animalia	Platyhelminthes	Turbellaria							Class	Ehrenberg, 1831	ICZN	unaccepted		2004-12-21	WoRMS (2023). Turbellaria. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=794	https://www.marinespecies.org/aphia.php?p=taxdetails&id=794					
urn:lsid:marinespecies.org:taxname:798	urn:lsid:marinespecies.org:taxname:798	urn:lsid:marinespecies.org:taxname:798	urn:lsid:marinespecies.org:taxname:853123		Monogenea	Monogenea	Neodermata			Animalia	Platyhelminthes	Monogenea							Class	Van Beneden, 1858	ICZN	accepted		2019-01-22	WoRMS (2023). Monogenea. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=798	https://www.marinespecies.org/aphia.php?p=taxdetails&id=798					
urn:lsid:marinespecies.org:taxname:799	urn:lsid:marinespecies.org:taxname:799	urn:lsid:marinespecies.org:taxname:799	urn:lsid:marinespecies.org:taxname:2		Nematoda	Nematoda	Animalia			Animalia	Nematoda								Phylum		ICZN	accepted		2017-01-15	Nemys eds. (2023). Nemys: World Database of Nematodes. Nematoda. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=799	https://www.marinespecies.org/aphia.php?p=taxdetails&id=799					
urn:lsid:marinespecies.org:taxname:801	urn:lsid:marinespecies.org:taxname:801	urn:lsid:marinespecies.org:taxname:801	urn:lsid:marinespecies.org:taxname:368663		Chlorophyta	Chlorophyta	Viridiplantae			Plantae	Chlorophyta								Phylum (Division)	Pascher, 1914	ICN	accepted		2010-10-29	WoRMS (2023). Chlorophyta. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=801	https://www.marinespecies.org/aphia.php?p=taxdetails&id=801					
urn:lsid:marinespecies.org:taxname:802	urn:lsid:marinespecies.org:taxname:802	urn:lsid:marinespecies.org:taxname:802	urn:lsid:marinespecies.org:taxname:1304953		Chlorophyceae	Chlorophyceae	Chlorophytina			Plantae	Chlorophyta	Chlorophyceae							Class	Wille, 1884	ICN	accepted		2018-10-17	WoRMS (2023). Chlorophyceae. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=802	https://www.marinespecies.org/aphia.php?p=taxdetails&id=802					
urn:lsid:marinespecies.org:taxname:803	urn:lsid:marinespecies.org:taxname:803	urn:lsid:marinespecies.org:taxname:803	urn:lsid:marinespecies.org:taxname:802		Acrosiphoniales	Acrosiphoniales	Chlorophyceae			Plantae	Chlorophyta	Chlorophyceae	Acrosiphoniales						Order		ICN	accepted		2004-12-21	WoRMS (2023). Acrosiphoniales. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=803	https://www.marinespecies.org/aphia.php?p=taxdetails&id=803					
urn:lsid:marinespecies.org:taxname:808	urn:lsid:marinespecies.org:taxname:808	urn:lsid:marinespecies.org:taxname:808	urn:lsid:marinespecies.org:taxname:146216		Bryopsidales	Bryopsidales	Ulvophyceae			Plantae	Chlorophyta	Ulvophyceae	Bryopsidales						Order	J.H. Schaffner, 1922	ICN	accepted		2013-06-14	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Bryopsidales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=808	https://www.marinespecies.org/aphia.php?p=taxdetails&id=808					
urn:lsid:marinespecies.org:taxname:813	urn:lsid:marinespecies.org:taxname:813	urn:lsid:marinespecies.org:taxname:813	urn:lsid:marinespecies.org:taxname:146216		Cladophorales	Cladophorales	Ulvophyceae			Plantae	Chlorophyta	Ulvophyceae	Cladophorales						Order	Haeckel, 1894	ICN	accepted		2008-10-22	WoRMS (2023). Cladophorales. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=813	https://www.marinespecies.org/aphia.php?p=taxdetails&id=813					
urn:lsid:marinespecies.org:taxname:820	urn:lsid:marinespecies.org:taxname:820	urn:lsid:marinespecies.org:taxname:820	urn:lsid:marinespecies.org:taxname:160573		Prasiolales	Prasiolales	Trebouxiophyceae			Plantae	Chlorophyta	Trebouxiophyceae	Prasiolales						Order	Fritsch	ICN	accepted		2008-11-05	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Prasiolales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=820	https://www.marinespecies.org/aphia.php?p=taxdetails&id=820					
urn:lsid:marinespecies.org:taxname:824	urn:lsid:marinespecies.org:taxname:824	urn:lsid:marinespecies.org:taxname:824	urn:lsid:marinespecies.org:taxname:146216		Ulotrichales	Ulotrichales	Ulvophyceae			Plantae	Chlorophyta	Ulvophyceae	Ulotrichales						Order	Borzi, 1895	ICN	accepted		2008-11-05	WoRMS (2023). Ulotrichales. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=824	https://www.marinespecies.org/aphia.php?p=taxdetails&id=824					
urn:lsid:marinespecies.org:taxname:827	urn:lsid:marinespecies.org:taxname:827	urn:lsid:marinespecies.org:taxname:827	urn:lsid:marinespecies.org:taxname:146216		Ulvales	Ulvales	Ulvophyceae			Plantae	Chlorophyta	Ulvophyceae	Ulvales						Order	Blackman & Tansley, 1902	ICN	accepted		2008-10-22	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ulvales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=827	https://www.marinespecies.org/aphia.php?p=taxdetails&id=827					
urn:lsid:marinespecies.org:taxname:829	urn:lsid:marinespecies.org:taxname:829	urn:lsid:marinespecies.org:taxname:830	urn:lsid:marinespecies.org:taxname:5		Phaeophyta	Phaeophyceae	Protozoa			Protozoa	Phaeophyta								Phylum	R. Wettstein		unaccepted		2010-01-27	WoRMS (2023). Phaeophyta. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=829	https://www.marinespecies.org/aphia.php?p=taxdetails&id=829					
urn:lsid:marinespecies.org:taxname:830	urn:lsid:marinespecies.org:taxname:830	urn:lsid:marinespecies.org:taxname:830	urn:lsid:marinespecies.org:taxname:588642		Phaeophyceae	Phaeophyceae	Fucistia			Chromista	Ochrophyta	Phaeophyceae							Class	Kjellman, 1891	ICN	accepted		2011-11-25	WoRMS (2023). Phaeophyceae. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=830	https://www.marinespecies.org/aphia.php?p=taxdetails&id=830					
urn:lsid:marinespecies.org:taxname:836	urn:lsid:marinespecies.org:taxname:836	urn:lsid:marinespecies.org:taxname:836	urn:lsid:marinespecies.org:taxname:830		Dictyosiphonales	Dictyosiphonales	Phaeophyceae			Chromista	Ochrophyta	Phaeophyceae	Dictyosiphonales						Order		ICN	accepted		2004-12-21	WoRMS (2023). Dictyosiphonales. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=836	https://www.marinespecies.org/aphia.php?p=taxdetails&id=836					
urn:lsid:marinespecies.org:taxname:839	urn:lsid:marinespecies.org:taxname:839	urn:lsid:marinespecies.org:taxname:839	urn:lsid:marinespecies.org:taxname:1304855		Dictyotales	Dictyotales	Dictyotophycidae			Chromista	Ochrophyta	Phaeophyceae	Dictyotales						Order	Bory de Saint-Vincent, 1828	ICN	accepted		2018-10-26	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Dictyotales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=839	https://www.marinespecies.org/aphia.php?p=taxdetails&id=839					
urn:lsid:marinespecies.org:taxname:842	urn:lsid:marinespecies.org:taxname:842	urn:lsid:marinespecies.org:taxname:842	urn:lsid:marinespecies.org:taxname:1304856		Ectocarpales	Ectocarpales	Fucophycidae			Chromista	Ochrophyta	Phaeophyceae	Ectocarpales						Order	Bessey, 1907	ICN	accepted		2022-04-30	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Ectocarpales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=842	https://www.marinespecies.org/aphia.php?p=taxdetails&id=842					
urn:lsid:marinespecies.org:taxname:844	urn:lsid:marinespecies.org:taxname:844	urn:lsid:marinespecies.org:taxname:844	urn:lsid:marinespecies.org:taxname:1304856		Fucales	Fucales	Fucophycidae			Chromista	Ochrophyta	Phaeophyceae	Fucales						Order	Bory de Saint-Vincent, 1827	ICN	accepted		2022-04-30	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Fucales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=844	https://www.marinespecies.org/aphia.php?p=taxdetails&id=844					
urn:lsid:marinespecies.org:taxname:845	urn:lsid:marinespecies.org:taxname:845	urn:lsid:marinespecies.org:taxname:845	urn:lsid:marinespecies.org:taxname:1304856		Laminariales	Laminariales	Fucophycidae			Chromista	Ochrophyta	Phaeophyceae	Laminariales						Order	Migula, 1909	ICN	accepted		2022-04-30	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Laminariales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=845	https://www.marinespecies.org/aphia.php?p=taxdetails&id=845					
urn:lsid:marinespecies.org:taxname:850	urn:lsid:marinespecies.org:taxname:850	urn:lsid:marinespecies.org:taxname:850	urn:lsid:marinespecies.org:taxname:830		Scytosiphonales	Scytosiphonales	Phaeophyceae			Chromista	Ochrophyta	Phaeophyceae	Scytosiphonales						Order	Feldmann, 1949	ICN	accepted		2009-06-15	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Scytosiphonales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=850	https://www.marinespecies.org/aphia.php?p=taxdetails&id=850					
urn:lsid:marinespecies.org:taxname:852	urn:lsid:marinespecies.org:taxname:852	urn:lsid:marinespecies.org:taxname:852	urn:lsid:marinespecies.org:taxname:368662		Rhodophyta	Rhodophyta	Biliphyta			Plantae	Rhodophyta								Phylum (Division)	Wettstein, 1901	ICN	accepted		2010-10-29	WoRMS (2023). Rhodophyta. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=852	https://www.marinespecies.org/aphia.php?p=taxdetails&id=852					
urn:lsid:marinespecies.org:taxname:854	urn:lsid:marinespecies.org:taxname:854	urn:lsid:marinespecies.org:taxname:368670	urn:lsid:marinespecies.org:taxname:21263		Florideophycidae	Florideophyceae	Rhodophyceae			Plantae	Rhodophyta	Rhodophyceae							Subclass	Cronquist, 1960	ICN	unaccepted		2010-10-29	WoRMS (2023). Florideophycidae. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=854	https://www.marinespecies.org/aphia.php?p=taxdetails&id=854					
urn:lsid:marinespecies.org:taxname:856	urn:lsid:marinespecies.org:taxname:856	urn:lsid:marinespecies.org:taxname:856	urn:lsid:marinespecies.org:taxname:368668		Bangiophycidae	Bangiophycidae	Bangiophyceae			Plantae	Rhodophyta	Bangiophyceae							Subclass	A. Wettstein, 1901	ICN	accepted		2010-08-09	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Bangiophycidae. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=856	https://www.marinespecies.org/aphia.php?p=taxdetails&id=856					
urn:lsid:marinespecies.org:taxname:857	urn:lsid:marinespecies.org:taxname:857	urn:lsid:marinespecies.org:taxname:857	urn:lsid:marinespecies.org:taxname:856		Bangiales	Bangiales	Bangiophycidae			Plantae	Rhodophyta	Bangiophyceae	Bangiales						Order	Nägeli	ICN	accepted		2023-03-07	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Bangiales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=857	https://www.marinespecies.org/aphia.php?p=taxdetails&id=857					
urn:lsid:marinespecies.org:taxname:860	urn:lsid:marinespecies.org:taxname:860	urn:lsid:marinespecies.org:taxname:860	urn:lsid:marinespecies.org:taxname:196243		Ceramiales	Ceramiales	Rhodymeniophycidae			Plantae	Rhodophyta	Florideophyceae	Ceramiales						Order	Nägeli	ICN	accepted		2023-03-07	WoRMS (2023). Ceramiales. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=860	https://www.marinespecies.org/aphia.php?p=taxdetails&id=860					
urn:lsid:marinespecies.org:taxname:871	urn:lsid:marinespecies.org:taxname:871	urn:lsid:marinespecies.org:taxname:871	urn:lsid:marinespecies.org:taxname:196243		Gigartinales	Gigartinales	Rhodymeniophycidae			Plantae	Rhodophyta	Florideophyceae	Gigartinales						Order	Schmitz, 1892	ICN	accepted		2008-11-05	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gigartinales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=871	https://www.marinespecies.org/aphia.php?p=taxdetails&id=871					
urn:lsid:marinespecies.org:taxname:876	urn:lsid:marinespecies.org:taxname:876	urn:lsid:marinespecies.org:taxname:876	urn:lsid:marinespecies.org:taxname:196243		Gracilariales	Gracilariales	Rhodymeniophycidae			Plantae	Rhodophyta	Florideophyceae	Gracilariales						Order	S. Fredericq & M.H. Hommersand, 1989	ICN	accepted		2008-11-05	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Gracilariales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=876	https://www.marinespecies.org/aphia.php?p=taxdetails&id=876					
urn:lsid:marinespecies.org:taxname:878	urn:lsid:marinespecies.org:taxname:878	urn:lsid:marinespecies.org:taxname:878	urn:lsid:marinespecies.org:taxname:368690		Palmariales	Palmariales	Nemaliophycidae			Plantae	Rhodophyta	Florideophyceae	Palmariales						Order	Guiry & D.E.G.Irvine	ICN	accepted		2023-03-07	Guiry, M.D. & Guiry, G.M. (2023). AlgaeBase. World-wide electronic publication, National University of Ireland, Galway (taxonomic information republished from AlgaeBase with permission of M.D. Guiry). Palmariales. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=878	https://www.marinespecies.org/aphia.php?p=taxdetails&id=878					
urn:lsid:marinespecies.org:taxname:882	urn:lsid:marinespecies.org:taxname:882	urn:lsid:marinespecies.org:taxname:882	urn:lsid:marinespecies.org:taxname:2		Annelida	Annelida	Animalia	Lamarck, J.-B. de. (1802 [privately published, reprinted 1906]). Discours d'Ouverture, Prononcé le 27 floréal An 10, au Muséum dHistoire naturelle. Recherches sur l'organisation des corps vivans. <em>Bulletin Scientifique de la France et de la Belgique.</em> (5th series) 40: 483-517   [Les Annelides p. 494].	1802 [privately published, reprinted 1906]	Animalia	Annelida								Phylum	Lamarck, 1802 [as Annelides]	ICZN	accepted		2020-12-07	WoRMS (2023). Annelida. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=882	https://www.marinespecies.org/aphia.php?p=taxdetails&id=882					
urn:lsid:marinespecies.org:taxname:883	urn:lsid:marinespecies.org:taxname:883	urn:lsid:marinespecies.org:taxname:883	urn:lsid:marinespecies.org:taxname:882		Polychaeta	Polychaeta	Annelida	Grube, Adolf Eduard. (1850). Die Familien der Anneliden. <em>Archiv für Naturgeschichte, Berlin.</em> 16(1): 249-364.	1850	Animalia	Annelida	Polychaeta							Class	Grube, 1850	ICZN	accepted		2016-09-22	WoRMS (2023). Polychaeta. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=883	https://www.marinespecies.org/aphia.php?p=taxdetails&id=883					
urn:lsid:marinespecies.org:taxname:884	urn:lsid:marinespecies.org:taxname:884	urn:lsid:marinespecies.org:taxname:884	urn:lsid:marinespecies.org:taxname:183607		Orbiniida	Orbiniida	Scolecida			Animalia	Annelida	Polychaeta	Orbiniida						Order		ICZN	nomen dubium	dubium	2010-03-03	Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Orbiniida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=884	https://www.marinespecies.org/aphia.php?p=taxdetails&id=884					
urn:lsid:marinespecies.org:taxname:885	urn:lsid:marinespecies.org:taxname:885	urn:lsid:marinespecies.org:taxname:885	urn:lsid:marinespecies.org:taxname:155087		Ctenodrilida	Ctenodrilida	Cirratuliformia			Animalia	Annelida	Polychaeta	Terebellida						Infraorder		ICZN	nomen dubium	dubium	2010-03-03	Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Ctenodrilida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=885	https://www.marinespecies.org/aphia.php?p=taxdetails&id=885					
urn:lsid:marinespecies.org:taxname:886	urn:lsid:marinespecies.org:taxname:886	urn:lsid:marinespecies.org:taxname:886	urn:lsid:marinespecies.org:taxname:155086		Psammodrilida	Psammodrilida	Polychaeta incertae sedis			Animalia	Annelida	Polychaeta	Psammodrilida						Order		ICZN	nomen dubium	dubium	2010-03-03	Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Psammodrilida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=886	https://www.marinespecies.org/aphia.php?p=taxdetails&id=886					
urn:lsid:marinespecies.org:taxname:888	urn:lsid:marinespecies.org:taxname:888	urn:lsid:marinespecies.org:taxname:888	urn:lsid:marinespecies.org:taxname:183607		Cossurida	Cossurida	Scolecida			Animalia	Annelida	Polychaeta	Cossurida						Order		ICZN	nomen dubium	dubium	2010-03-03	Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Cossurida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=888	https://www.marinespecies.org/aphia.php?p=taxdetails&id=888					
urn:lsid:marinespecies.org:taxname:889	urn:lsid:marinespecies.org:taxname:889	urn:lsid:marinespecies.org:taxname:889	urn:lsid:marinespecies.org:taxname:154974		Spionida	Spionida	Canalipalpata			Animalia	Annelida	Polychaeta	Spionida						Order	sensu Rouse & Fauchald, 1997	ICZN	accepted		2010-03-03	Read, G.; Fauchald, K. (Ed.) (2023). World Polychaeta Database. Spionida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=889	https://www.marinespecies.org/aphia.php?p=taxdetails&id=889					
