taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	namePublishedInID	scientificName	acceptedNameUsage	parentNameUsage	namePublishedIn	namePublishedInYear	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	modified	bibliographicCitation	references	license	rightsHolder	datasetName	institutionCode	datasetID
urn:lsid:marinespecies.org:taxname:205	urn:lsid:marinespecies.org:taxname:205	urn:lsid:marinespecies.org:taxname:205	urn:lsid:marinespecies.org:taxname:14657		Nuculanidae	Nuculanidae	Nuculanoidea	Adams, H. & Adams, A. (1853-1858). <i>The genera of Recent Mollusca; arranged according to their organization</i>. London, van Voorst. Vol. 1: xl + 484 pp.; vol. 2: 661 pp.; vol. 3: 138 pls. [Published in parts: Vol. 1: i-xl (1858), 1-256 (1853), 257-484 (1854). Vol. 2: 1-92 (1854), 93-284 (1855), 285-412 (1856), 413-540 (1857), 541-661 (1858). Vol. 3: pl. 1-32 (1853), 33-72 (1954), 73-96 (1855), 97-112 (1856), 113-128 (1857), 129-138 (1858)]. 	1853-1858	Animalia	Mollusca	Bivalvia	Nuculanida	Nuculanidae					Family	H. Adams & A. Adams, 1858 (1854)	ICZN	accepted		2023-02-07	MolluscaBase eds. (2023). MolluscaBase. Nuculanidae H. Adams & A. Adams, 1858 (1854). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=205	https://www.marinespecies.org/aphia.php?p=taxdetails&id=205					
urn:lsid:marinespecies.org:taxname:206	urn:lsid:marinespecies.org:taxname:206	urn:lsid:marinespecies.org:taxname:206	urn:lsid:marinespecies.org:taxname:1424948		Pteriomorphia	Pteriomorphia	Autobranchia	Beurlen, K. (1944). Beiträge zur Stammesgeschichte der Muscheln. <em>Mathematisch-Naturwissenschaftlichen Abteilung der Bayerischen Akademie der Wissenschaften zu München, Sitzungsberichte.</em> 1944(1–2):133–145.	1944	Animalia	Mollusca	Bivalvia							Infraclass	Beurlen, 1944	ICZN	accepted		2020-03-17	MolluscaBase eds. (2023). MolluscaBase. Pteriomorphia. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=206	https://www.marinespecies.org/aphia.php?p=taxdetails&id=206					
urn:lsid:marinespecies.org:taxname:207	urn:lsid:marinespecies.org:taxname:207	urn:lsid:marinespecies.org:taxname:207	urn:lsid:marinespecies.org:taxname:206		Arcida	Arcida	Pteriomorphia			Animalia	Mollusca	Bivalvia	Arcida						Order	Stoliczka, 1871	ICZN	accepted		2016-02-07	MolluscaBase eds. (2023). MolluscaBase. Arcida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=207	https://www.marinespecies.org/aphia.php?p=taxdetails&id=207					
urn:lsid:marinespecies.org:taxname:208	urn:lsid:marinespecies.org:taxname:208	urn:lsid:marinespecies.org:taxname:208	urn:lsid:marinespecies.org:taxname:489054		Arcidae	Arcidae	Arcoidea	Lamarck J.-B. (M. de) (1809). Philosophie zoologique. <i>Paris 2 vol. pp. 422  pp. 473</i>: 	1809	Animalia	Mollusca	Bivalvia	Arcida	Arcidae					Family	Lamarck, 1809	ICZN	accepted		2010-07-09	MolluscaBase eds. (2023). MolluscaBase. Arcidae Lamarck, 1809. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=208	https://www.marinespecies.org/aphia.php?p=taxdetails&id=208					
urn:lsid:marinespecies.org:taxname:209	urn:lsid:marinespecies.org:taxname:209	urn:lsid:marinespecies.org:taxname:209	urn:lsid:marinespecies.org:taxname:489054		Glycymerididae	Glycymerididae	Arcoidea	Dall, W. H. (1908). Reports on the dredging operations off the west coast of Central America to the Galapagos, to the west coast of Mexico, and in the Gulf of California, in charge of Alexander Agassiz, carried on by the U.S. Fish Commission steamer "Albatross," during 1891, Lieut.-Commander Z.L. Tanner, U.S.N., commanding. XXXVII. Reports on the scientific results of the expedition to the eastern tropical Pacific, in charge of Alexander Agassiz, by the U.S. Fish Commission steamer "Albatross", from October, 1904 to March, 1905, Lieut.-Commander L.M. Garrett, U.S.N., commanding. XIV. The Mollusca and Brachiopoda. <em>Bulletin of the Museum of Comparative Zoology.</em> 43(6): 205-487, pls 1-22.	1908	Animalia	Mollusca	Bivalvia	Arcida	Glycymerididae					Family	Dall, 1908 (1847)	ICZN	accepted		2010-07-09	MolluscaBase eds. (2023). MolluscaBase. Glycymerididae Dall, 1908 (1847). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=209	https://www.marinespecies.org/aphia.php?p=taxdetails&id=209					
urn:lsid:marinespecies.org:taxname:210	urn:lsid:marinespecies.org:taxname:210	urn:lsid:marinespecies.org:taxname:210	urn:lsid:marinespecies.org:taxname:206		Mytilida	Mytilida	Pteriomorphia			Animalia	Mollusca	Bivalvia	Mytilida						Order	Férussac, 1822	ICZN	accepted		2019-06-09	MolluscaBase eds. (2023). MolluscaBase. Mytilida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=210	https://www.marinespecies.org/aphia.php?p=taxdetails&id=210					
urn:lsid:marinespecies.org:taxname:211	urn:lsid:marinespecies.org:taxname:211	urn:lsid:marinespecies.org:taxname:211	urn:lsid:marinespecies.org:taxname:491766	https://doi.org/10.5962/bhl.title.106607	Mytilidae	Mytilidae	Mytiloidea	Rafinesque, C. S. (1815). Analyse de la nature ou Tableau de l'univers et des corps organisés. <em>[Book].</em> 1-224, (self-published) Palermo.	1815	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae					Family	Rafinesque, 1815	ICZN	accepted		2021-07-22	MolluscaBase eds. (2023). MolluscaBase. Mytilidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=211	https://www.marinespecies.org/aphia.php?p=taxdetails&id=211					
urn:lsid:marinespecies.org:taxname:212	urn:lsid:marinespecies.org:taxname:212	urn:lsid:marinespecies.org:taxname:1774	urn:lsid:marinespecies.org:taxname:206		Pteriida	Ostreida	Pteriomorphia	Newell, N. D. (1965). Classification of the Bivalvia. <em>American Museum Novitates.</em> 2206: 1-25.	1965	Animalia	Mollusca	Bivalvia	Pteriida						Order	Newell, 1965	ICZN	unaccepted		2016-02-07	MolluscaBase eds. (2023). MolluscaBase. Pteriida. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=212	https://www.marinespecies.org/aphia.php?p=taxdetails&id=212					
urn:lsid:marinespecies.org:taxname:213	urn:lsid:marinespecies.org:taxname:213	urn:lsid:marinespecies.org:taxname:213	urn:lsid:marinespecies.org:taxname:151320		Pectinidae	Pectinidae	Pectinoidea			Animalia	Mollusca	Bivalvia	Pectinida	Pectinidae					Family	Rafinesque, 1815	ICZN	accepted		2021-08-21	MolluscaBase eds. (2023). MolluscaBase. Pectinidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=213	https://www.marinespecies.org/aphia.php?p=taxdetails&id=213					
urn:lsid:marinespecies.org:taxname:214	urn:lsid:marinespecies.org:taxname:214	urn:lsid:marinespecies.org:taxname:214	urn:lsid:marinespecies.org:taxname:153024		Anomiidae	Anomiidae	Anomioidea			Animalia	Mollusca	Bivalvia	Pectinida	Anomiidae					Family	Rafinesque, 1815	ICZN	accepted		2010-07-09	MolluscaBase eds. (2023). MolluscaBase. Anomiidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=214	https://www.marinespecies.org/aphia.php?p=taxdetails&id=214					
urn:lsid:marinespecies.org:taxname:215	urn:lsid:marinespecies.org:taxname:215	urn:lsid:marinespecies.org:taxname:215	urn:lsid:marinespecies.org:taxname:151323		Ostreidae	Ostreidae	Ostreoidea			Animalia	Mollusca	Bivalvia	Ostreida	Ostreidae					Family	Rafinesque, 1815	ICZN	accepted		2011-10-30	MolluscaBase eds. (2023). MolluscaBase. Ostreidae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=215	https://www.marinespecies.org/aphia.php?p=taxdetails&id=215					
urn:lsid:marinespecies.org:taxname:216	urn:lsid:marinespecies.org:taxname:216	urn:lsid:marinespecies.org:taxname:216	urn:lsid:marinespecies.org:taxname:1424949		Heterodonta	Heterodonta	Heteroconchia	Neumayr, M. (1884). Zur Morphologie der Bivalvenschlosses. <em>Sitzungsberichte der Akademie der Wissenschaften in Wien, Mathematisch-Naturwissenschaftliche Klasse, Abteilung I.</em> 88: 385–419.	1884	Animalia	Mollusca	Bivalvia							Subterclass	Neumayr, 1884	ICZN	accepted		2020-03-17	WoRMS (2023). Heterodonta. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=216	https://www.marinespecies.org/aphia.php?p=taxdetails&id=216					
urn:lsid:marinespecies.org:taxname:217	urn:lsid:marinespecies.org:taxname:217	urn:lsid:marinespecies.org:taxname:217	urn:lsid:marinespecies.org:taxname:869600		Venerida	Venerida	Imparidentia			Animalia	Mollusca	Bivalvia	Venerida						Order	Gray, 1854	ICZN	accepted		2016-02-07	WoRMS (2023). Venerida. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=217	https://www.marinespecies.org/aphia.php?p=taxdetails&id=217					
urn:lsid:marinespecies.org:taxname:218	urn:lsid:marinespecies.org:taxname:218	urn:lsid:marinespecies.org:taxname:218	urn:lsid:marinespecies.org:taxname:14627	https://doi.org/10.5962/bhl.title.12859	Lucinidae	Lucinidae	Lucinoidea	Fleming, J. (1828). A history of British animals, exhibiting the descriptive characters and systematical arrangement of the genera and species of quadrupeds, birds, reptiles, fishes, Mollusca, and Radiata of the United Kingdom; including the indigenous, extirpated, and extinct kinds, together with periodical and occasional visitants. <em>Edinburgh, Bell & Bradfute / London, James Duncan.</em> Pp. i-xxii, 1-565. corrigenda.	1828	Animalia	Mollusca	Bivalvia	Lucinida	Lucinidae					Family	J. Fleming, 1828	ICZN	accepted		2015-01-20	MolluscaBase eds. (2023). MolluscaBase. Lucinidae J. Fleming, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=218	https://www.marinespecies.org/aphia.php?p=taxdetails&id=218					
urn:lsid:marinespecies.org:taxname:219	urn:lsid:marinespecies.org:taxname:219	urn:lsid:marinespecies.org:taxname:219	urn:lsid:marinespecies.org:taxname:382298		Thyasiridae	Thyasiridae	Thyasiroidea			Animalia	Mollusca	Bivalvia	Lucinida	Thyasiridae					Family	Dall, 1900 (1895)	ICZN	accepted		2010-08-20	MolluscaBase eds. (2023). MolluscaBase. Thyasiridae Dall, 1900 (1895). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=219	https://www.marinespecies.org/aphia.php?p=taxdetails&id=219					
urn:lsid:marinespecies.org:taxname:220	urn:lsid:marinespecies.org:taxname:220	urn:lsid:marinespecies.org:taxname:220	urn:lsid:marinespecies.org:taxname:382299		Ungulinidae	Ungulinidae	Ungulinoidea			Animalia	Mollusca	Bivalvia	Venerida	Ungulinidae					Family	Gray, 1854	ICZN	accepted		2010-07-10	MolluscaBase eds. (2023). MolluscaBase. Ungulinidae Gray, 1854. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=220	https://www.marinespecies.org/aphia.php?p=taxdetails&id=220					
urn:lsid:marinespecies.org:taxname:222	urn:lsid:marinespecies.org:taxname:222	urn:lsid:marinespecies.org:taxname:222	urn:lsid:marinespecies.org:taxname:14629		Lasaeidae	Lasaeidae	Galeommatoidea			Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae					Family	Gray, 1842	ICZN	accepted		2010-07-10	MolluscaBase eds. (2023). MolluscaBase. Lasaeidae Gray, 1842. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=222	https://www.marinespecies.org/aphia.php?p=taxdetails&id=222					
urn:lsid:marinespecies.org:taxname:223	urn:lsid:marinespecies.org:taxname:223	urn:lsid:marinespecies.org:taxname:222	urn:lsid:marinespecies.org:taxname:14629		Leptonidae	Lasaeidae	Galeommatoidea			Animalia	Mollusca	Bivalvia	Galeommatida	Leptonidae					Family	Gray, 1847	ICZN	unaccepted		2010-07-10	MolluscaBase eds. (2023). MolluscaBase. Leptonidae Gray, 1847. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=223	https://www.marinespecies.org/aphia.php?p=taxdetails&id=223					
urn:lsid:marinespecies.org:taxname:224	urn:lsid:marinespecies.org:taxname:224	urn:lsid:marinespecies.org:taxname:222	urn:lsid:marinespecies.org:taxname:14629		Kelliidae	Lasaeidae	Galeommatoidea			Animalia	Mollusca	Bivalvia	Galeommatida	Kelliidae					Family	Forbes & Hanley, 1848	ICZN	unaccepted		2018-02-24	MolluscaBase eds. (2023). MolluscaBase. Kelliidae Forbes & Hanley, 1848. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=224	https://www.marinespecies.org/aphia.php?p=taxdetails&id=224					
urn:lsid:marinespecies.org:taxname:225	urn:lsid:marinespecies.org:taxname:225	urn:lsid:marinespecies.org:taxname:225	urn:lsid:marinespecies.org:taxname:222		Montacutinae	Montacutinae	Lasaeidae			Animalia	Mollusca	Bivalvia	Galeommatida	Lasaeidae					Subfamily	W. Clark, 1855	ICZN	accepted		2018-02-24	MolluscaBase eds. (2023). MolluscaBase. Montacutinae W. Clark, 1855. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=225	https://www.marinespecies.org/aphia.php?p=taxdetails&id=225					
urn:lsid:marinespecies.org:taxname:226	urn:lsid:marinespecies.org:taxname:226	urn:lsid:marinespecies.org:taxname:226	urn:lsid:marinespecies.org:taxname:14629		Galeommatidae	Galeommatidae	Galeommatoidea			Animalia	Mollusca	Bivalvia	Galeommatida	Galeommatidae					Family	Gray, 1840	ICZN	accepted		2011-04-03	MolluscaBase eds. (2023). MolluscaBase. Galeommatidae Gray, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=226	https://www.marinespecies.org/aphia.php?p=taxdetails&id=226					
urn:lsid:marinespecies.org:taxname:228	urn:lsid:marinespecies.org:taxname:228	urn:lsid:marinespecies.org:taxname:228	urn:lsid:marinespecies.org:taxname:23014		Astartidae	Astartidae	Crassatelloidea			Animalia	Mollusca	Bivalvia	Carditida	Astartidae					Family	d'Orbigny, 1844 (1840)	ICZN	accepted		2010-07-09	WoRMS (2023). Astartidae d'Orbigny, 1844 (1840). Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=228	https://www.marinespecies.org/aphia.php?p=taxdetails&id=228					
urn:lsid:marinespecies.org:taxname:229	urn:lsid:marinespecies.org:taxname:229	urn:lsid:marinespecies.org:taxname:229	urn:lsid:marinespecies.org:taxname:14633		Cardiidae	Cardiidae	Cardioidea	Lamarck J.-B. (M. de) (1809). Philosophie zoologique. <i>Paris 2 vol. pp. 422  pp. 473</i>: 	1809	Animalia	Mollusca	Bivalvia	Cardiida	Cardiidae					Family	Lamarck, 1809	ICZN	accepted		2021-01-04	MolluscaBase eds. (2023). MolluscaBase. Cardiidae Lamarck, 1809. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=229	https://www.marinespecies.org/aphia.php?p=taxdetails&id=229					
urn:lsid:marinespecies.org:taxname:230	urn:lsid:marinespecies.org:taxname:230	urn:lsid:marinespecies.org:taxname:230	urn:lsid:marinespecies.org:taxname:14634		Mactridae	Mactridae	Mactroidea			Animalia	Mollusca	Bivalvia	Venerida	Mactridae					Family	Lamarck, 1809	ICZN	accepted		2012-01-04	MolluscaBase eds. (2023). MolluscaBase. Mactridae Lamarck, 1809. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=230	https://www.marinespecies.org/aphia.php?p=taxdetails&id=230					
urn:lsid:marinespecies.org:taxname:232	urn:lsid:marinespecies.org:taxname:232	urn:lsid:marinespecies.org:taxname:232	urn:lsid:marinespecies.org:taxname:14634		Mesodesmatidae	Mesodesmatidae	Mactroidea			Animalia	Mollusca	Bivalvia	Venerida	Mesodesmatidae					Family	Gray, 1840	ICZN	accepted		2010-07-10	MolluscaBase eds. (2023). MolluscaBase. Mesodesmatidae Gray, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=232	https://www.marinespecies.org/aphia.php?p=taxdetails&id=232					
urn:lsid:marinespecies.org:taxname:233	urn:lsid:marinespecies.org:taxname:233	urn:lsid:marinespecies.org:taxname:233	urn:lsid:marinespecies.org:taxname:14635		Solenidae	Solenidae	Solenoidea			Animalia	Mollusca	Bivalvia	Adapedonta	Solenidae					Family	Lamarck, 1809	ICZN	accepted		2012-01-04	MolluscaBase eds. (2023). MolluscaBase. Solenidae Lamarck, 1809. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=233	https://www.marinespecies.org/aphia.php?p=taxdetails&id=233					
urn:lsid:marinespecies.org:taxname:235	urn:lsid:marinespecies.org:taxname:235	urn:lsid:marinespecies.org:taxname:235	urn:lsid:marinespecies.org:taxname:14636		Tellinidae	Tellinidae	Tellinoidea			Animalia	Mollusca	Bivalvia	Cardiida	Tellinidae					Family	Blainville, 1814	ICZN	accepted		2011-03-19	MolluscaBase eds. (2023). MolluscaBase. Tellinidae Blainville, 1814. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=235	https://www.marinespecies.org/aphia.php?p=taxdetails&id=235					
urn:lsid:marinespecies.org:taxname:236	urn:lsid:marinespecies.org:taxname:236	urn:lsid:marinespecies.org:taxname:236	urn:lsid:marinespecies.org:taxname:14636		Donacidae	Donacidae	Tellinoidea			Animalia	Mollusca	Bivalvia	Cardiida	Donacidae					Family	J. Fleming, 1828	ICZN	accepted		2018-05-05	MolluscaBase eds. (2023). MolluscaBase. Donacidae J. Fleming, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=236	https://www.marinespecies.org/aphia.php?p=taxdetails&id=236					
urn:lsid:marinespecies.org:taxname:237	urn:lsid:marinespecies.org:taxname:237	urn:lsid:marinespecies.org:taxname:237	urn:lsid:marinespecies.org:taxname:14636		Psammobiidae	Psammobiidae	Tellinoidea			Animalia	Mollusca	Bivalvia	Cardiida	Psammobiidae					Family	J. Fleming, 1828	ICZN	accepted		2012-01-04	MolluscaBase eds. (2023). MolluscaBase. Psammobiidae J. Fleming, 1828. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=237	https://www.marinespecies.org/aphia.php?p=taxdetails&id=237					
urn:lsid:marinespecies.org:taxname:241	urn:lsid:marinespecies.org:taxname:241	urn:lsid:marinespecies.org:taxname:241	urn:lsid:marinespecies.org:taxname:14628		Arcticidae	Arcticidae	Arcticoidea			Animalia	Mollusca	Bivalvia	Venerida	Arcticidae					Family	Newton, 1891 (1844)	ICZN	accepted		2010-07-10	MolluscaBase eds. (2023). MolluscaBase. Arcticidae Newton, 1891 (1844). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=241	https://www.marinespecies.org/aphia.php?p=taxdetails&id=241					
urn:lsid:marinespecies.org:taxname:243	urn:lsid:marinespecies.org:taxname:243	urn:lsid:marinespecies.org:taxname:243	urn:lsid:marinespecies.org:taxname:14638		Veneridae	Veneridae	Veneroidea			Animalia	Mollusca	Bivalvia	Venerida	Veneridae					Family	Rafinesque, 1815	ICZN	accepted		2011-03-14	MolluscaBase eds. (2023). MolluscaBase. Veneridae Rafinesque, 1815. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=243	https://www.marinespecies.org/aphia.php?p=taxdetails&id=243					
urn:lsid:marinespecies.org:taxname:244	urn:lsid:marinespecies.org:taxname:244	urn:lsid:marinespecies.org:taxname:244	urn:lsid:marinespecies.org:taxname:243		Turtoniinae	Turtoniinae	Veneridae			Animalia	Mollusca	Bivalvia	Venerida	Veneridae					Subfamily	Clark, 1855	ICZN	accepted		2010-08-05	MolluscaBase eds. (2023). MolluscaBase. Turtoniinae Clark, 1855. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=244	https://www.marinespecies.org/aphia.php?p=taxdetails&id=244					
urn:lsid:marinespecies.org:taxname:245	urn:lsid:marinespecies.org:taxname:245	urn:lsid:marinespecies.org:taxname:245	urn:lsid:marinespecies.org:taxname:869600		Myida	Myida	Imparidentia			Animalia	Mollusca	Bivalvia	Myida						Order	Stoliczka, 1870	ICZN	accepted		2016-02-07	WoRMS (2023). Myida. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=245	https://www.marinespecies.org/aphia.php?p=taxdetails&id=245					
urn:lsid:marinespecies.org:taxname:246	urn:lsid:marinespecies.org:taxname:246	urn:lsid:marinespecies.org:taxname:246	urn:lsid:marinespecies.org:taxname:243		Petricolinae	Petricolinae	Veneridae			Animalia	Mollusca	Bivalvia	Venerida	Veneridae					Subfamily	d'Orbigny, 1840	ICZN	accepted		2010-07-10	MolluscaBase eds. (2023). MolluscaBase. Petricolinae d'Orbigny, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=246	https://www.marinespecies.org/aphia.php?p=taxdetails&id=246					
urn:lsid:marinespecies.org:taxname:247	urn:lsid:marinespecies.org:taxname:247	urn:lsid:marinespecies.org:taxname:247	urn:lsid:marinespecies.org:taxname:14622		Myidae	Myidae	Myoidea			Animalia	Mollusca	Bivalvia	Myida	Myidae					Family	Lamarck, 1809	ICZN	accepted		2012-01-04	MolluscaBase eds. (2023). MolluscaBase. Myidae Lamarck, 1809. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=247	https://www.marinespecies.org/aphia.php?p=taxdetails&id=247					
urn:lsid:marinespecies.org:taxname:248	urn:lsid:marinespecies.org:taxname:248	urn:lsid:marinespecies.org:taxname:248	urn:lsid:marinespecies.org:taxname:14622	https://doi.org/10.5962/bhl.title.40014	Corbulidae	Corbulidae	Myoidea	Lamarck [J.-B. M.] de. (1818). <i>Histoire naturelle des animaux sans vertèbres</i>. Tome 5.  Paris: Deterville/Verdière, 612 pp. 	1818	Animalia	Mollusca	Bivalvia	Myida	Corbulidae					Family	Lamarck, 1818	ICZN	accepted		2011-04-30	MolluscaBase eds. (2023). MolluscaBase. Corbulidae Lamarck, 1818. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=248	https://www.marinespecies.org/aphia.php?p=taxdetails&id=248					
urn:lsid:marinespecies.org:taxname:250	urn:lsid:marinespecies.org:taxname:250	urn:lsid:marinespecies.org:taxname:250	urn:lsid:marinespecies.org:taxname:14623		Gastrochaenidae	Gastrochaenidae	Gastrochaenoidea			Animalia	Mollusca	Bivalvia	Gastrochaenida	Gastrochaenidae					Family	Gray, 1840	ICZN	accepted		2011-04-30	MolluscaBase eds. (2023). MolluscaBase. Gastrochaenidae Gray, 1840. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=250	https://www.marinespecies.org/aphia.php?p=taxdetails&id=250					
urn:lsid:marinespecies.org:taxname:251	urn:lsid:marinespecies.org:taxname:251	urn:lsid:marinespecies.org:taxname:251	urn:lsid:marinespecies.org:taxname:14624		Hiatellidae	Hiatellidae	Hiatelloidea			Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae					Family	Gray, 1824	ICZN	accepted		2012-01-04	MolluscaBase eds. (2023). MolluscaBase. Hiatellidae Gray, 1824. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=251	https://www.marinespecies.org/aphia.php?p=taxdetails&id=251					
urn:lsid:marinespecies.org:taxname:252	urn:lsid:marinespecies.org:taxname:252	urn:lsid:marinespecies.org:taxname:252	urn:lsid:marinespecies.org:taxname:14625		Pholadidae	Pholadidae	Pholadoidea			Animalia	Mollusca	Bivalvia	Myida	Pholadidae					Family	Lamarck, 1809	ICZN	accepted		2011-05-05	MolluscaBase eds. (2023). MolluscaBase. Pholadidae Lamarck, 1809. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=252	https://www.marinespecies.org/aphia.php?p=taxdetails&id=252					
urn:lsid:marinespecies.org:taxname:253	urn:lsid:marinespecies.org:taxname:253	urn:lsid:marinespecies.org:taxname:253	urn:lsid:marinespecies.org:taxname:14625		Teredinidae	Teredinidae	Pholadoidea			Animalia	Mollusca	Bivalvia	Myida	Teredinidae					Family	Rafinesque, 1815	ICZN	accepted		2011-05-05	WoRMS (2023). Teredinidae Rafinesque, 1815. Accessed at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=253	https://www.marinespecies.org/aphia.php?p=taxdetails&id=253					
urn:lsid:marinespecies.org:taxname:254	urn:lsid:marinespecies.org:taxname:254	urn:lsid:marinespecies.org:taxname:254	urn:lsid:marinespecies.org:taxname:382296		Anomalodesmata	Anomalodesmata	Euheterodonta			Animalia	Mollusca	Bivalvia							Superorder	Dall, 1889	ICZN	accepted		2020-03-17	MolluscaBase eds. (2023). MolluscaBase. Anomalodesmata. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=254	https://www.marinespecies.org/aphia.php?p=taxdetails&id=254					
urn:lsid:marinespecies.org:taxname:256	urn:lsid:marinespecies.org:taxname:256	urn:lsid:marinespecies.org:taxname:256	urn:lsid:marinespecies.org:taxname:382318		Thraciidae	Thraciidae	Thracioidea			Animalia	Mollusca	Bivalvia		Thraciidae					Family	Stoliczka, 1870 (1839)	ICZN	accepted		2010-07-10	MolluscaBase eds. (2023). MolluscaBase. Thraciidae Stoliczka, 1870 (1839). Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=256	https://www.marinespecies.org/aphia.php?p=taxdetails&id=256					
urn:lsid:marinespecies.org:taxname:411	urn:lsid:marinespecies.org:taxname:411	urn:lsid:marinespecies.org:taxname:411	urn:lsid:marinespecies.org:taxname:51		Aplacophora	Aplacophora	Mollusca	Ihering, H. von. (1876). Versuch eines natürlichen Systemes der Mollusken. <em>Jahrbucher d. Deutschen Malakozoologischen Gesellschaft.</em> 3: 97-148. [April].	1876	Animalia	Mollusca								Superclass	Ihering, 1876	ICZN	accepted		2022-05-22	MolluscaBase eds. (2023). MolluscaBase. Aplacophora. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=411	https://www.marinespecies.org/aphia.php?p=taxdetails&id=411					
urn:lsid:marinespecies.org:taxname:412	urn:lsid:marinespecies.org:taxname:412	urn:lsid:marinespecies.org:taxname:151365	urn:lsid:marinespecies.org:taxname:51		Chaetodermomorpha	Caudofoveata	Mollusca			Animalia	Mollusca								Subclass		ICZN	unaccepted		2021-05-07	MolluscaBase eds. (2023). MolluscaBase. Chaetodermomorpha. Accessed through: World Register of Marine Species at: https://www.marinespecies.org/aphia.php?p=taxdetails&id=412	https://www.marinespecies.org/aphia.php?p=taxdetails&id=412					
